artist,title,bpm,key,camelot,energy,danceability,happiness,popularity,acousticness,instrumentalness,speechiness,duration,status
Teddy Adhitya,Why Would I Be,130,D Major,10B,15,41,20,47,95,0,3,3:41,ok
The Weeknd,Heartless,170,A♯ Minor,3A,75,54,25,78,2,0,15,3:18,ok
Guyon Waton,Kok Iso Yo?,135,G Major,9B,46,65,58,63,53,0,3,5:33,ok
NCT DREAM,Puzzle Piece,103,F Major,7B,36,66,59,48,79,0,3,3:47,ok
Panic! At The Disco,Into the Unknown - Panic! At The Disco Version,117,C♯ Major,3B,83,46,31,60,3,0,8,3:09,ok
Lauv,Bracelet,114,G Major,9B,74,65,28,50,20,0,4,4:22,ok
Bruno Mars,Marry You,145,B♭ Major,6B,82,62,45,79,33,0,4,3:50,ok
GFRIEND,Sunrise,174,F♯ Minor,11A,85,45,59,55,41,0,13,3:36,ok
Snakehips,All My Friends,95,C Major,8B,52,68,18,69,12,0,14,3:50,ok
SHINee,Don't Call Me,82,D Major,10B,78,69,31,57,1,0,6,3:40,ok
Lavora,Nresnani,123,G Major,9B,57,56,57,65,66,0,3,4:31,ok
EXO,Sign,168,C♯ Major,3B,67,64,50,40,1,0,7,3:14,ok
Rich Brian,Attention,158,B Major,1B,55,88,43,43,4,0,39,2:50,ok
J. Cole,MIDDLE CHILD,124,A♭ Major,4B,36,84,46,78,15,0,28,3:34,ok
Fiersa Besari,Waktu Yang Salah,130,G Major,9B,27,66,28,67,76,0,3,5:24,ok
Kanye West,Jail,110,E Major,12B,57,46,59,60,54,0,9,4:57,ok
Sam Kim,Who are you,132,G♯ Minor,1A,45,44,23,53,80,0,3,4:15,ok
BTS,Dynamite - Instrumental,114,E Major,12B,26,79,89,59,85,70,5,3:18,ok
Taylor Swift,Sweet Nothing,176,C Major,8B,16,34,41,67,97,0,5,3:08,ok
Alesso,REMEDY,120,C Major,8B,78,60,49,63,27,0,5,3:10,ok
Cannabis Club ATL,Get It,145,F Minor,4A,64,81,53,67,10,0,27,2:29,ok
TWICE,MOONLIGHT SUNRISE,125,C♯ Major,3B,78,75,61,62,39,0,6,3:00,ok
TOMORROW X TOGETHER,Opening Sequence,145,D♯ Minor,2A,64,61,44,62,17,0,5,2:58,ok
Drake,Nonstop,155,G Major,9B,41,91,42,78,2,1,12,3:59,ok
Kygo,Kids in Love,122,C Major,8B,67,50,30,50,40,0,3,4:23,ok
Avicii,Waiting For Love,128,F♯ Minor,11A,74,58,61,83,31,0,5,3:51,ok
Sean Paul,Mad Love,98,D Major,10B,82,79,61,66,1,0,18,3:20,ok
MALIQ & D'Essentials,Senja Teduh Pelita,88,F♯ Major,2B,82,57,93,60,70,0,9,4:31,ok
DOLF,Dreams,80,F♯ Major,2B,53,61,23,40,43,0,3,2:41,ok
BABYMONSTER,Stuck In The Middle,120,A Major,11B,33,63,33,64,88,0,3,4:06,ok
GOT7,Lullaby,130,C Major,8B,89,73,71,55,1,0,9,3:37,ok
Guyon Watonn,Ngatmombilung Klebus,132,G Major,9B,54,69,77,68,42,0,3,4:57,ok
Ustad Jefri Al Buchori,Takbiran - Version 2,132,B Minor,10A,77,67,74,20,0,7,6,12:59,ok
Mido and Falasol,Superstar,114,G Major,9B,67,70,40,49,28,0,3,3:36,ok
Will Smith,Arabian Nights (2019),129,A♭ Major,4B,53,45,47,67,25,0,4,3:13,ok
Kygo,Firestone,114,B Minor,10A,63,70,41,79,39,0,4,4:32,ok
Keisya Levronka,Tak Ingin Usai - Duet Version,130,C Major,8B,40,53,12,43,79,0,3,4:39,ok
VIDI,Hingga Nanti,106,E♭ Major,5B,51,59,26,6,74,0,3,4:28,ok
Emma Stone,Someone In The Crowd,128,C Minor,5A,54,62,28,62,9,0,17,4:20,ok
SuperM,100,115,G Major,9B,86,69,40,37,3,0,5,3:27,ok
Taylor Swift,the last great american dynasty,148,G Major,9B,66,69,71,67,47,0,4,3:51,ok
Linkin Park,Numb,110,F♯ Minor,11A,87,49,21,88,0,0,4,3:08,ok
NEIKED,Sexual,108,D Major,10B,57,80,84,62,7,0,7,3:09,ok
Taylor Swift,Mastermind,126,E Major,12B,34,66,14,59,56,0,14,3:11,ok
BTS,Trivia 起 : Just Dance,125,C♯ Minor,12A,91,72,39,64,9,0,28,3:45,ok
Peterpan,Mungkin Nanti,116,A Major,11B,73,59,19,46,6,0,4,4:29,ok
EXO,Runaway,180,C Major,8B,72,43,31,45,26,0,7,3:28,ok
Jay Sean,Down,132,D Major,10B,68,73,73,81,1,0,3,3:33,ok
Jay Rock,King's Dead,137,C♯ Major,3B,71,65,38,68,0,0,30,3:50,ok
Khalid,Outta My Head,103,C Major,8B,55,73,51,61,2,0,3,2:57,ok
Keisya Levronka,Hidup Tanpamu,138,B♭ Major,6B,35,38,31,39,81,0,3,4:19,ok
Iqbaal Dhiafakhri,Sampaikan Sayangku Untuk Dia,105,F♯ Minor,11A,19,62,39,42,79,0,3,4:08,ok
Angga Candra,Sekecewa Itu - Official Speed Up,125,C Major,8B,22,36,24,40,91,0,3,4:01,ok
Hindia,Setengah Tahun Ini,88,C Major,8B,70,55,49,53,22,0,4,4:22,ok
The Legendary Fruitman,Grandma's Day,115,B Minor,10A,58,90,69,2,31,0,12,3:38,ok
RealestK,WFM,80,C♯ Major,3B,18,44,25,57,72,0,3,2:16,ok
Halsey,Nightmare,146,A Minor,8A,62,61,54,66,2,0,8,3:52,ok
SEVENTEEN,F*ck My Life,80,F Major,7B,69,74,86,58,8,0,6,3:22,ok
"Mahalini, Nuca",Aku Yang Salah,120,C♯ Major,3B,42,56,17,68,69,0,3,4:12,ok
RAN,Pandangan Pertama,103,C Major,8B,77,66,68,68,4,0,3,5:01,ok
Ed Sheeran,New Man,94,G Major,9B,75,78,86,62,6,0,14,3:09,ok
Yellow Claw,In My Room,104,F♯ Major,2B,87,75,81,51,0,0,4,2:49,ok
Nadin Amizah,Seperti Tulang,135,A Major,11B,20,29,15,55,96,1,4,4:38,ok
Davisiumbing,Di Tepian Rindu,143,B♭ Major,6B,31,43,27,53,85,0,3,3:41,ok
"Melly Goeslaw,Marthino Lio",Ratusan Purnama,111,F♯ Minor,11A,57,30,44,45,32,0,3,4:04,ok
The Panasdalam Bank,Voor Dilan #V - Di Mana Kamu,73,A Major,11B,5,37,24,23,99,17,4,2:40,ok
Travis Scott,STARGAZING,150,A♭ Major,4B,79,49,6,74,1,0,4,4:31,ok
Melly Goeslaw,Bimbang,136,E Major,12B,13,51,38,62,90,0,4,3:38,ok
Jessie J,Flashlight,148,F Major,7B,62,38,40,57,33,0,6,3:30,ok
EXO-SC,1 Billion Views,112,C Minor,5A,73,74,61,43,36,0,4,3:29,ok
Yura Yunita,Harus Bahagia,116,D Major,10B,73,85,96,49,47,0,5,2:54,ok
10CM,Spring Snow,111,A Major,11B,36,51,19,69,81,0,3,3:22,ok
Mike Perry,Hands,100,C Minor,5A,71,72,60,48,2,0,4,2:47,ok
Avril Lavigne,Head Above Water,130,F Major,7B,69,58,27,61,1,0,7,3:41,ok
Ziva Magnolya,Sampai Kapan,87,D Major,10B,61,59,50,25,72,0,15,3:58,ok
Olivia Rodrigo,get him back!,162,F Major,7B,85,55,73,75,1,0,19,3:31,ok
boy pablo,honey,144,C Major,8B,63,66,72,52,30,7,3,4:15,ok
Starley,Call On Me - Ryan Riback Remix,105,C Major,8B,84,67,72,72,6,0,4,3:42,ok
D.O.,Dad,129,D Minor,7A,74,42,24,59,10,0,18,3:59,ok
VIDI,Definisi Bahagia - Piano Version,101,A Major,11B,41,61,57,16,90,0,3,4:12,ok
SEVENTEEN,MAESTRO,152,E Minor,9A,84,68,59,64,8,0,19,3:19,ok
Hailee Steinfeld,Love Myself,123,C Minor,5A,76,62,32,69,0,0,7,3:39,ok
Raisa,Kali Kedua - Handmade,138,F♯ Major,2B,52,52,31,63,82,0,4,4:17,ok
Nadin Amizah,Kereta Ini Melaju Terlalu Cepat,100,E Major,12B,38,51,24,58,91,0,3,4:53,ok
Payung Teduh,Diam,90,C Major,8B,40,73,68,57,66,0,3,4:07,ok
JONGHYUN,Lonely,87,E♭ Major,5B,53,56,34,50,63,0,4,4:04,ok
Kodak Black,Angel Pt. 1,85,A♯ Minor,3A,68,72,28,52,13,0,11,2:56,ok
AKMU,NAKKA,101,A♯ Minor,3A,64,82,50,52,7,0,10,3:33,ok
KIMMUSEUM,We're Already,91,E Major,12B,49,41,28,53,67,0,3,3:58,ok
Rendy Pandugo,Silver Rain,120,C♯ Major,3B,72,66,59,27,2,0,3,3:29,ok
NCT DREAM,Dreaming,114,D♯ Minor,2A,81,53,47,36,32,0,4,3:10,ok
Glenn Fredly,Pada Satu Cinta,112,G Major,9B,16,45,30,44,84,0,4,3:24,ok
NIKI,Keeping Tabs,170,G Major,9B,63,65,41,61,9,0,17,2:58,ok
NCT DREAM,"Sorry, Heart",81,B♭ Major,6B,37,74,43,47,58,0,3,3:34,ok
Foudeqush,Con La Brisa,114,D Minor,7A,43,61,24,62,47,25,3,2:47,ok
Harif Ismail,Takbiran Idul Fitri,56,E♭ Major,5B,13,35,51,49,97,0,4,4:15,ok
Queen,Crazy Little Thing Called Love - Remastered 2011,77,C Major,8B,76,60,72,69,71,0,4,2:43,ok
Alfie Castley,Teenage Mona Lisa,79,A Major,11B,50,55,36,48,19,0,5,3:19,ok
Calvin Harris,How Deep Is Your Love,122,B Minor,10A,87,74,34,78,4,0,7,3:32,ok
Beyoncé,Can You Feel the Love Tonight,103,F Major,7B,33,34,35,57,66,0,4,3:03,ok
Gesaffelstein,Lost in the Fire,101,D Major,10B,67,66,17,81,9,0,4,3:22,ok
NCT DREAM,Better Than Gold,110,C Major,8B,84,71,72,52,5,0,4,3:21,ok
GOT7,NOT BY THE MOON,152,F Minor,4A,82,55,56,55,6,0,15,3:25,ok
Lady Gaga,Stupid Love,118,A♭ Major,4B,83,68,78,65,0,0,7,3:14,ok
Anjulie,Where The Love Goes,158,C Minor,5A,69,73,50,36,27,0,17,3:04,ok
SEVENTEEN,CLAP,100,A♭ Major,4B,92,72,83,60,14,0,6,2:48,ok
Avicii,The Nights,126,F♯ Major,2B,84,53,65,84,2,0,4,2:57,ok
One Direction,Drag Me Down,138,C Minor,5A,70,73,60,79,11,0,4,3:12,ok
Afgan,Panah Asmara,123,A♭ Major,4B,76,74,96,62,6,0,4,4:35,ok
Drake,Money In The Grave (Drake ft. Rick Ross),101,A♯ Minor,3A,50,83,10,76,10,0,5,3:25,ok
SUPER JUNIOR,Black Suit,122,F Minor,4A,89,71,87,54,0,0,5,3:21,ok
Near,Karna Su Sayang,130,C Major,8B,50,70,51,54,57,0,11,3:21,ok
Charlie Puth,Marvin Gaye,110,C♯ Minor,12A,62,80,82,51,42,0,6,3:10,ok
NCT DREAM,Déjà Vu,172,C♯ Major,3B,88,44,42,34,8,0,18,3:28,ok
Bobby Helms,Jingle Bell Rock,120,D Major,10B,42,75,81,84,64,0,4,2:11,ok
Billie Eilish,all the good girls go to hell,185,G♯ Minor,1A,44,73,57,73,28,14,37,2:49,ok
Joji,Gimme Love,126,F Major,7B,63,49,7,70,69,3,9,3:35,ok
Rocket Rockers,Ingin Hilang Ingatan,160,F♯ Major,2B,37,61,30,57,69,0,3,4:08,ok
Linkin Park,One More Light,84,A♭ Major,4B,20,59,17,77,90,0,3,4:15,ok
YNW Melly,Mama Cry,220,G Major,9B,49,54,11,71,7,0,16,3:51,ok
VIDI,Tak Bisa Bersama,132,F♯ Major,2B,29,45,45,8,89,0,4,4:02,ok
NCT DREAM,Quiet Down,146,C Major,8B,87,70,55,44,37,0,6,3:08,ok
j-hope,Chicken Noodle Soup,97,D Major,10B,82,83,17,65,0,0,10,3:55,ok
NewJeans,Get Up,85,F Major,7B,53,53,56,68,63,13,5,0:36,ok
Girls Planet 999,O.O.O (Over&Over&Over),128,G Major,9B,96,64,63,42,1,0,10,4:07,ok
GAC (Gamaliél Audrey Cantika),Sailor,130,B Minor,10A,62,72,53,29,19,0,24,4:09,ok
PRODUCE 48,PICK ME,128,F♯ Major,2B,86,65,61,41,2,0,5,4:39,ok
Noah,Wanitaku,124,B Major,1B,83,45,27,60,0,0,5,4:19,ok
TOMORROW X TOGETHER,Trust Fund Baby,67,F Major,7B,41,47,35,52,72,0,8,2:36,ok
Glenn Fredly,Terpesona,78,G Major,9B,73,56,69,46,22,1,3,5:02,ok
Brisia Jodie,Ku Ingin Memilikimu,62,B Major,1B,33,22,15,25,82,0,3,3:60,ok
Calvin Harris,Giant,122,C♯ Minor,12A,89,81,61,66,2,0,4,3:49,ok
Sam Smith,Say It First,120,C Major,8B,41,57,16,52,77,0,9,4:08,ok
Alessia Cara,Growing Pains,191,C♯ Minor,12A,75,35,43,46,8,0,74,3:14,ok
Noah,Menghapus Jejakmu,125,E Minor,9A,71,75,96,59,71,0,3,3:02,ok
Agnes Monica,Tanpa Kekasihku,132,E Minor,9A,48,50,9,50,18,0,3,5:34,ok
Taylor Swift,mirrorball,110,D Major,10B,41,55,38,74,69,0,3,3:29,ok
Kanye West,All Mine,122,B Minor,10A,31,93,29,69,12,0,29,2:26,ok
Nadin Amizah,Kanyaah,148,G Major,9B,28,51,28,54,95,7,3,4:20,ok
AGNEZ MO,Damn I Love You,145,B Minor,10A,73,84,87,32,1,0,18,3:51,ok
Stray Kids,Side Effects,97,D Major,10B,98,60,14,60,2,0,17,3:15,ok
Taylor Swift,22 (Taylor's Version),104,G Major,9B,70,64,64,70,0,0,3,3:51,ok
88rising,These Nights,83,F♯ Major,2B,67,66,49,43,0,2,5,3:43,ok
L.Y.O.N,Persimpangan Lara,120,E Minor,9A,32,47,17,18,80,0,3,4:07,ok
The Carters,APESHIT,160,D Major,10B,78,71,38,58,1,0,27,4:25,ok
Weird Genius,Future Ghost,170,G Major,9B,82,52,37,43,20,0,4,2:56,ok
Lukas Graham,Mama Said,84,G Minor,6A,80,71,59,70,4,0,7,3:27,ok
Rich Brian,Crisis,145,B Minor,10A,67,90,67,38,7,0,23,3:36,ok
Wanna One,I PROMISE YOU (I.P.U.),130,A♭ Major,4B,83,65,74,51,10,0,4,3:41,ok
Hindia,Jam Makan Siang,110,B Minor,10A,58,76,54,53,7,3,3,4:40,ok
Dato' Sri Siti Nurhaliza,Bukan Cinta Biasa,113,G Major,9B,41,62,30,57,64,0,3,4:27,ok
TAEYEON,Happy,120,F Major,7B,65,75,64,41,22,0,4,3:41,ok
NCT DREAM,7 Days,100,F♯ Minor,11A,89,74,63,49,15,0,8,3:17,ok
Lyodra,Dibanding Dia,137,C♯ Major,3B,22,37,20,51,91,0,3,4:29,ok
R3HAB,We Do,71,A♯ Minor,3A,56,42,31,30,24,0,9,2:17,ok
YENA,SMILEY(Feat. BIBI),156,A Major,11B,91,65,82,57,10,0,13,2:53,ok
Fourtwnty,Segelas Berdua,84,F Major,7B,36,50,18,48,42,0,3,5:09,ok
Girls' Generation,Holiday,120,C♯ Major,3B,87,71,88,47,4,0,7,3:20,ok
LeeHi,BREATHE,124,A♭ Major,4B,25,62,36,59,80,0,4,4:49,ok
Ariana Grande,MONOPOLY,144,C Major,8B,51,89,70,61,70,0,38,2:39,ok
LANY,you!,94,B♭ Major,6B,64,50,28,66,1,1,3,4:34,ok
BTS,I Need U,158,F Minor,4A,88,48,71,74,2,0,7,3:31,ok
Jung Kook,Never Let Go,130,A Major,11B,77,66,17,70,5,0,7,2:47,ok
RM,seoul (prod. HONNE),100,C Major,8B,66,58,45,64,34,0,6,4:36,ok
NCT DREAM,Teddy Bear,106,A♯ Minor,3A,59,73,48,49,71,0,3,4:02,ok
LANY,ILYSB,100,F Major,7B,62,64,39,73,47,0,6,3:31,ok
Chris Brown,Don't Check On Me,82,G Major,9B,40,66,68,57,87,0,3,3:25,ok
NIKI,Split,114,A♭ Major,4B,51,69,47,57,42,1,3,3:27,ok
Nella Kharisma,Bojo Galak,140,E♭ Major,5B,78,77,69,39,38,0,3,4:53,ok
Didi Kempot,Suket Teki,132,C Major,8B,48,70,86,41,55,2,3,4:45,ok
Loco,Say Yes,95,C♯ Minor,12A,78,70,41,69,35,0,6,3:39,ok
Sabyan Gambus,Ya Asyiqol Musthofa,112,D Minor,7A,31,63,30,40,79,0,3,4:53,ok
OMI,Cheerleader - Felix Jaehn Remix Radio Edit,118,E Major,12B,68,78,59,71,14,0,3,3:01,ok
Pamungkas,Be Okay Again Today,169,G Major,9B,38,32,43,31,80,0,4,2:55,ok
Ariana Grande,34+35 Remix,110,C Major,8B,66,88,73,56,21,0,30,3:02,ok
Will Smith,Friend Like Me,98,D Major,10B,73,69,67,66,5,0,6,2:36,ok
Bring Me The Horizon,medicine,97,C Major,8B,86,62,32,58,0,0,4,3:47,ok
Alesso,Is That For Me,105,A♭ Major,4B,78,76,57,48,23,21,5,2:49,ok
Gustixa,Memiliki Dirinya,73,C Major,8B,30,43,22,43,88,13,5,2:40,ok
Coldplay,Hypnotised,120,F Major,7B,68,51,15,47,34,74,3,5:55,ok
Queen,We Are The Champions - Remastered 2011,64,G Minor,6A,46,27,17,65,38,0,3,2:59,ok
Payung Teduh,Puan Bermain Hujan,94,A Major,11B,49,70,53,47,75,0,3,3:34,ok
Ed Sheeran,Hearts Don't Break Around Here,105,G Major,9B,37,60,18,59,72,0,3,4:08,ok
j-hope,Daydream (백일몽),116,G♯ Minor,1A,96,75,86,64,1,0,9,3:49,ok
The Weeknd,Wasted Times,123,A♯ Minor,3A,68,55,29,66,61,0,6,3:40,ok
VIDI,I Don't Mind,110,A♭ Major,4B,51,86,72,40,21,0,21,3:06,ok
Saxx in the City,In the Night,118,F Major,7B,75,71,49,2,6,2,5,6:30,ok
Adele,Rolling in the Deep,105,A♭ Major,4B,77,73,51,78,14,0,3,3:48,ok
Marshmello,You Can Cry,127,E Minor,9A,62,49,17,46,10,0,15,3:15,ok
Big Sean,Bounce Back,82,C♯ Minor,12A,57,79,27,64,11,0,13,3:42,ok
Fiersa Besari,Nadir,150,B Major,1B,28,35,35,48,65,0,3,4:58,ok
Katy Perry,Small Talk,116,F Major,7B,63,85,60,50,20,0,10,2:42,ok
Raisa,Tentang Dirimu,130,B Major,1B,37,52,14,32,85,0,3,4:00,ok
TAEYEON,Four Seasons,174,F♯ Major,2B,77,60,67,53,5,0,14,3:08,ok
Thomas Gold,Magic,105,A♭ Major,4B,88,63,44,39,5,0,4,2:51,ok
Logic,Homicide,140,A♯ Minor,3A,76,70,77,67,14,0,40,4:05,ok
Justin Bieber,Get Me,109,F♯ Minor,11A,51,83,76,58,5,0,15,3:05,ok
RIO,Heavy Heart,134,C Major,8B,33,60,25,50,84,0,3,3:34,ok
PARTYNEXTDOOR,BELIEVE IT,158,F♯ Major,2B,70,43,73,63,9,0,27,3:03,ok
MEDUZA,Lose Control,124,A♯ Minor,3A,53,60,53,70,13,0,4,2:48,ok
EXO,No matter,98,E Minor,9A,84,71,43,40,6,0,5,3:43,ok
YOON MIRAE,ALWAYS,129,B♭ Major,6B,60,41,28,63,78,0,3,3:25,ok
Red Velvet,러시안 룰렛 Russian Roulette,130,G Minor,6A,90,73,96,70,6,0,4,3:31,ok
Stephanie Poetri,Straight To You,90,B Minor,10A,64,66,40,23,15,0,5,2:45,ok
Yellow Claw,Villain,104,A Minor,8A,82,71,64,31,30,0,12,2:58,ok
Shawn Mendes,Where Were You In The Morning?,88,G Major,9B,52,71,45,58,56,0,8,3:21,ok
Dua Lipa,Lost In Your Light,117,D Major,10B,77,65,41,58,0,0,6,3:24,ok
BIGBANG,LAST DANCE,144,C♯ Minor,12A,67,61,30,61,46,0,5,4:40,ok
Grey,I Miss You,102,E Major,12B,77,70,68,30,37,0,9,3:12,ok
Cassandra,Cinta Terbaik,144,A♭ Major,4B,39,54,16,66,62,0,3,4:01,ok
Heize,Round and round,120,C Minor,5A,69,60,50,57,76,23,3,3:22,ok
Armada,Mabuk Cinta,120,D Major,10B,67,63,49,68,1,0,3,3:60,ok
Arnon,Te Molla - 2019 Version,120,G Minor,6A,45,60,19,54,73,0,13,2:59,ok
Nadin Amizah,Paman Tua,115,G Major,9B,38,44,11,52,72,93,3,3:20,ok
TOMORROW X TOGETHER,Our Summer,108,G Major,9B,57,74,27,55,0,0,3,3:30,ok
NCT DREAM,It’s Yours,100,C Major,8B,73,87,72,45,24,0,6,3:44,ok
TheOvertunes,Time Will Tell,154,C Major,8B,55,67,38,24,18,0,4,3:17,ok
Ariana Grande,bad idea,138,C♯ Major,3B,58,85,57,67,3,5,7,4:27,ok
Didi Kempot,Layang Kangen,140,C Major,8B,66,66,85,38,5,0,3,4:33,ok
Ruth B.,Lost Boy,123,G Major,9B,13,59,37,73,96,0,5,4:36,ok
Stacey Ryan,Fall In Love Alone,172,G Minor,6A,63,68,52,70,32,0,7,3:25,ok
Ryan Gosling,A Lovely Night,135,G Major,9B,48,36,49,64,30,0,5,3:57,ok
Hikaru Utada,First Love,180,G Major,9B,43,44,20,71,12,0,4,4:17,ok
JAEHYUN,Forever Only,180,E Minor,9A,76,60,71,57,8,0,13,3:16,ok
Ariana Grande,everytime,148,A♯ Minor,3A,61,71,66,76,19,0,4,2:52,ok
Rendy Pandugo,7 Days,87,E Major,12B,56,60,40,29,37,0,6,3:46,ok
Dengarkan Dia,Bersenyawa,160,D Major,10B,14,32,37,38,85,0,4,3:34,ok
21 Savage,a lot,146,C♯ Major,3B,64,84,27,80,4,0,9,4:49,ok
DAY6,Only,78,A♭ Major,4B,71,56,63,47,1,0,4,3:58,ok
FIFTY FIFTY,Cupid - Twin Ver. - Slowed Down Version,101,B Major,1B,54,75,77,46,43,0,3,3:29,ok
EXO,Ko Ko Bop - Chinese Version,146,C Major,8B,85,76,73,22,4,0,6,3:10,ok
BTS,Trivia 承 : Love,122,F Minor,4A,76,76,48,61,24,0,9,3:46,ok
Isyana Sarasvati,Masih Berharap,94,G Major,9B,29,53,37,28,69,0,3,3:23,ok
Didi Kempot,Sewu Kutho,138,A Major,11B,70,66,80,42,26,0,3,4:08,ok
Irwansyah,Perempuanku,130,C Major,8B,72,62,41,64,46,0,4,3:55,ok
BOL4,Leo,90,E♭ Major,5B,54,61,65,49,66,0,3,3:08,ok
PRODUCE X 101,To My World,117,F♯ Minor,11A,83,64,83,38,34,0,5,3:23,ok
BTS,Let Go,174,E Major,12B,86,56,39,64,17,0,18,4:60,ok
Lil Nas X,Old Town Road,136,C♯ Major,3B,53,91,51,73,6,0,13,1:53,ok
Wanna One,Burn It Up,128,B Minor,10A,85,64,60,50,5,0,6,3:35,ok
Hindia,Belum Tidur,134,A Major,11B,28,58,29,50,93,0,3,3:41,ok
Ariana Grande,NASA,75,F♯ Major,2B,46,75,47,64,45,0,31,3:02,ok
EXO,Gravity,118,C♯ Major,3B,86,69,70,49,7,0,8,3:55,ok
CHEN,Beautiful goodbye,130,E♭ Major,5B,26,56,34,47,93,0,3,4:30,ok
Galantis,Love on Me,124,E Major,12B,91,56,67,51,11,0,8,3:26,ok
Ari Lasso dan Bunga Citra Lestari,Aku Dan Dirimu,180,F♯ Major,2B,32,38,16,64,48,0,3,4:28,ok
TOMORROW X TOGETHER,Blue Orangeade,111,C Major,8B,85,76,43,56,1,0,6,3:06,ok
Galantis,Runaway (U & I),126,C♯ Major,3B,81,51,38,77,1,0,5,3:47,ok
Aurelie Hermansyah,Kepastian,142,D Minor,7A,28,41,9,29,81,0,3,4:03,ok
Agust D,People Pt.2,89,G Minor,6A,57,73,44,65,39,0,6,3:34,ok
MAMAMOO,AYA,92,E Minor,9A,86,63,64,54,10,0,8,3:31,ok
Justin Hurwitz,Mia & Sebastian’s Theme,117,A Major,11B,19,48,11,70,98,93,6,1:38,ok
Night Off,Nevertheless,122,F Major,7B,26,68,30,50,81,0,4,3:32,ok
Alex Porat,All I Want,97,F Major,7B,60,78,92,79,7,0,3,4:56,ok
Charlie Puth,The Way I Am,115,A♯ Minor,3A,77,76,64,64,31,0,19,3:06,ok
Cardi B,Bartier Cardi,138,C♯ Major,3B,52,91,11,62,0,0,18,3:44,ok
Sabyan Gambus,Ya Maulana,124,C Major,8B,39,61,46,58,80,0,3,4:41,ok
SAYGRACE,You Don't Own Me,186,G Major,9B,64,33,26,73,16,0,9,3:21,ok
Paramore,Hard Times,120,F Minor,4A,82,70,92,80,1,0,3,3:03,ok
Marshmello,Summer,142,F♯ Major,2B,75,58,26,55,1,2,3,3:53,ok
Marcell,Jadi Milikku,116,G Major,9B,40,59,39,33,43,0,3,4:12,ok
LANY,Thick And Thin,100,F Minor,4A,55,70,34,69,6,0,3,3:32,ok
BTS,FAKE LOVE (Rocking Vibe Mix),155,D Minor,7A,80,47,35,59,6,0,4,3:58,ok
Taylor Swift,My Boy Only Breaks His Favorite Toys,97,C Major,8B,56,60,48,69,14,0,3,3:24,ok
Taylor Swift,this is me trying,136,A Major,11B,48,52,41,75,31,0,3,3:15,ok
Rihanna,Love On The Brain,172,E Minor,9A,64,51,38,88,7,0,5,3:44,ok
EXO,24/7,98,C Major,8B,59,76,34,44,10,0,5,4:03,ok
Rich Brian,Introvert,110,C♯ Major,3B,69,84,63,52,14,0,4,3:42,ok
Nadin Amizah,Sorak Sorai,136,C Major,8B,73,30,6,59,85,76,6,5:41,ok
Tohpati,Jejak Langkah Yang Kau Tinggal,78,A Major,11B,38,66,16,31,64,0,3,4:39,ok
VIVIZ,Red Sun!,116,F Major,7B,81,56,52,37,45,0,6,4:13,ok
Kygo,This Town,148,A♯ Minor,3A,45,74,49,56,51,0,6,3:22,ok
SECRET NUMBER,Got That Boom,123,F♯ Minor,11A,87,73,76,40,2,0,4,3:26,ok
KARD,Don't Recall,93,A♯ Minor,3A,75,69,52,50,2,0,17,3:29,ok
Padi,Menanti Sebuah Jawaban,135,C Major,8B,74,58,47,58,16,0,5,4:35,ok
GAC (Gamaliél Audrey Cantika),Cinta (Acoustic),115,F Major,7B,35,79,48,16,72,0,4,4:18,ok
XXXTENTACION,Fuck Love,131,C Minor,5A,53,80,33,83,2,0,4,2:27,ok
Lana Del Rey,Lust for Life,100,C Minor,5A,66,50,26,71,60,0,5,4:24,ok
Sigala,Came Here for Love,125,F♯ Major,2B,87,71,72,58,3,0,4,3:23,ok
Stray Kids,My Pace,155,B Minor,10A,82,68,78,64,4,0,24,3:10,ok
BLACKPINK,GO,103,D Minor,7A,59,61,20,83,2,0,7,3:15,ok
TOMORROW X TOGETHER,Thursday's Child Has Far To Go,167,B Major,1B,76,63,67,58,5,0,11,3:31,ok
Logic,One Day,190,B♭ Major,6B,87,55,30,40,14,0,15,3:18,ok
Raisa,Biarkanlah,120,E♭ Major,5B,33,40,18,49,80,0,3,3:47,ok
DNCE,Body Moves,102,F Minor,4A,69,66,87,55,0,0,4,3:56,ok
Taylor Swift,seven,95,E Major,12B,49,60,42,67,90,0,3,3:29,ok
Justin Timberlake,Filthy,97,C♯ Major,3B,58,75,65,48,4,1,14,4:54,ok
Ed Sheeran,Barcelona,100,C♯ Major,3B,76,75,68,61,45,0,19,3:11,ok
Hanin Dhiya,Benar Cinta,173,G Major,9B,36,20,33,32,61,0,3,3:59,ok
Sons of People,NEVER,110,C Minor,5A,84,69,72,47,62,0,6,3:17,ok
NCT 127,Road Trip,88,F Minor,4A,54,75,43,32,12,0,4,3:35,ok
Perunggu,Pastikan Riuh Akhiri Malammu,110,C♯ Minor,12A,52,62,23,66,1,17,3,4:12,ok
GAC (Gamaliél Audrey Cantika),Cinta,120,C Major,8B,59,75,67,28,52,0,8,3:46,ok
Guyon Waton,Pingal,135,G Major,9B,55,73,73,60,19,0,3,5:05,ok
JEREMY,Satu Nama,100,A Major,11B,55,65,59,32,60,0,3,4:14,ok
Brenda Lee,Rockin' Around The Christmas Tree,67,A♭ Major,4B,47,60,88,76,62,0,5,2:06,ok
